"Title","Last update","Geolocation","Main location","Action area","twitter account","website","Post date"
"Caspian Robotics","2018-02-05","POINT (13.404954 52.5200066)","","Analytics, AI/Machine learning","","http://caspian.io/","2018-02-05"
"ExB Mobility","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://www.exb.de/","2018-02-05"
"Aivy","2018-02-05","POINT (8.6821267 50.1109221)","","Analytics, AI/Machine learning","","https://aivy.io/","2018-02-05"
"goedle.io","2018-02-05","POINT (13.404954 52.5200066)","","Analytics, AI/Machine learning","","http://goedle.io/","2018-02-05"
"So1","2018-02-05","POINT (13.404954 52.5200066)","","Analytics, AI/Machine learning","","http://www.so1.net/","2018-02-05"
"The SaaS Co.","2018-02-05","POINT (13.404954 52.5200066)","","Analytics, AI/Machine learning","","http://thesaas.co/","2018-02-05"
"AVA","2018-02-05","POINT (13.404954 52.5200066)","","Analytics, AI/Machine learning","","https://ava.info/","2018-02-05"
"Shade","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.kickstartshade.com/","2018-02-05"
"Simplyture","2018-02-05","POINT (12.5683372 55.6760968)","","Analytics, AI/Machine learning","","http://www.simplyture.com/","2018-02-05"
"Relink","2018-02-05","POINT (12.5683372 55.6760968)","","Analytics, AI/Machine learning","","https://relinklabs.com/","2018-02-05"
"Conyak","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://conyak.com/","2018-02-05"
"JourneyXP","2018-02-05","POINT (12.5683372 55.6760968)","","Analytics, AI/Machine learning","","https://journeyxp.com/","2018-02-05"
"UIzard","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://uizard.io/","2018-02-05"
"AlphaBlues","2019-01-21","POINT (24.7567263 59.4369417)","","Analytics, AI/Machine learning","","https://alphablues.com/","2018-02-05"
"Skuuper","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.skuuper.com/","2018-02-05"
"Get Jenny","2018-02-05","POINT (24.9383791 60.1698557)","","Analytics, AI/Machine learning","","http://www.getjenny.com/","2018-02-05"
"The Curious AI Company","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","TheCuriousAICo","https://thecuriousaicompany.com/","2018-02-05"
"Smartifik","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://smartifik.com/en/","2018-02-05"
"Lumoa","2018-02-05","POINT (24.9383791 60.1698557)","","Analytics, AI/Machine learning","","http://lumoa.me/","2018-02-05"
"Teqmine","2018-02-05","POINT (24.9383791 60.1698557)","","Analytics, AI/Machine learning","","http://teqmine.com/","2018-02-05"
"Claned","2018-02-05","POINT (24.9383791 60.1698557)","","Analytics, AI/Machine learning","","https://claned.com/","2018-02-05"
"WordDive","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.worddive.com/en/","2018-02-05"
"Kirontech","2018-02-05","POINT (24.6559 60.2054911)","","Analytics, AI/Machine learning","","http://www.kirontech.com","2018-02-05"
"Valossa","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://valossa.com/","2018-02-05"
"Usetrace","2018-02-05","POINT (24.9383791 60.1698557)","","Analytics, AI/Machine learning","","https://usetrace.com/","2018-02-05"
"TidyCMS","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://tidycms.com/","2018-02-05"
"Botfuel","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://botfuel.io/","2018-02-05"
"Jam","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://www.hellojam.fr/","2018-02-05"
"Smartly.ai","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://smartly.ai/","2018-02-05"
"Zelros","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.zelros.com/","2018-02-05"
"LightOn","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.lighton.io/","2018-02-05"
"Davi","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.davi.ai/","2018-02-05"
"Hyphen","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://hyphen.ai/#/","2018-02-05"
"MailClark","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://mailclark.ai/","2018-02-05"
"DreamQuark","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.dreamquark.com/","2018-02-05"
"Heuritech","2018-02-05","POINT (2.3522219 48.856614)","","Analytics, AI/Machine learning","","http://www2.heuritech.com/","2018-02-05"
"Millesime.AI","2018-02-05","POINT (-0.57918 44.837789)","","Analytics, AI/Machine learning","","https://www.millesime.ai/","2018-02-05"
"PredicSis","2018-02-05","POINT (-3.459144 48.732084)","","Analytics, AI/Machine learning","","https://predicsis.ai/","2018-02-05"
"SESAMm","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.sesamm.com/","2018-02-05"
"Walnut Algorithms","2018-02-05","POINT (2.3522219 48.856614)","","Analytics, AI/Machine learning","","http://www.walnutalgorithms.com/","2018-02-05"
"CARMAT","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://www.carmatsa.com/en/","2018-02-05"
"Deepomatic","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://www.deepomatic.com/","2018-02-05"
"Selectionnist","2018-02-05","POINT (2.3522219 48.856614)","","Analytics, AI/Machine learning","","http://business.selectionnist.com/en/","2018-02-05"
"SpikeNet Technologies","2018-02-05","POINT (1.500032 43.606098)","","Analytics, AI/Machine learning","","http://www.spikenet-technology.com/en/pages/Home-Page.php","2018-02-05"
"Ubiant","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://www.ubiant.com/en/","2018-02-05"
"Doctrine","2018-02-05","POINT (2.3522219 48.856614)","","Analytics, AI/Machine learning","","https://www.doctrine.fr/","2018-02-05"
"Gwapit","2018-02-05","POINT (2.3522219 48.856614)","","Analytics, AI/Machine learning","","http://gwapit.com/","2018-02-05"
"Julie Desk","2018-02-05","POINT (2.3522219 48.856614)","","Analytics, AI/Machine learning","","https://www.juliedesk.com/","2018-02-05"
"Wiidii","2018-02-05","POINT (-0.57918 44.837789)","","Analytics, AI/Machine learning","","http://www.wiidii.com/#the-application","2018-02-05"
"Elum","2018-02-05","POINT (2.3522219 48.856614)","","Analytics, AI/Machine learning","","http://elum-energy.com/","2018-02-05"
"Karos","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://www.karos.fr/","2018-02-05"
"tellmeplus","2018-02-05","POINT (2.160098 48.896391)","","Analytics, AI/Machine learning","","http://www.tellmeplus.com/","2018-02-05"
"Riminder","2018-02-05","POINT (2.3522219 48.856614)","","Analytics, AI/Machine learning","","https://www.riminder.net/","2018-02-05"
"Cutii (Yumii)","2018-02-05","POINT (3.177847 50.6927049)","","Analytics, AI/Machine learning","","https://www.cutii.io/en/","2018-02-05"
"MindLytiX","2018-02-05","POINT (2.3522219 48.856614)","","Analytics, AI/Machine learning","","http://mindlytix.com/","2018-02-05"
"SegmentAction","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.segmentaction.com/","2018-02-05"
"Craft AI","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.craft.ai/","2018-02-05"
"Netherlands Aerospace Centre","2018-02-05","POINT (4.8951679 52.3702157)","","Vertical applications","","http://www.nlr.org/","2018-02-05"
"Netherlands eScience Center","2018-02-05","POINT (4.8951679 52.3702157)","","Enabling Players, Academia","","https://www.esciencecenter.nl/","2018-02-05"
"Nuromedia GmbH","2018-02-05","POINT (6.9602786 50.937531)","","ICT Enablers","","https://www.nuromedia.com/","2018-02-05"
"Ontotext","2018-12-23","POINT (4.469936 50.503887)","","Analytics, Business Intelligence","","https://ontotext.com/","2018-02-05"
"Research Studios Austria FG","2018-02-05","POINT (13.05501 47.80949)","","Enabling Players, Academia","","https://www.researchstudio.at/en","2018-02-05"
"RISE SICS AB","2018-02-05","POINT (17.9464824 59.4024341)","","Enabling Players, Academia","","https://www.sics.se/","2018-02-05"
"SAFRAN","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications","","https://www.safran-group.com/","2018-02-05"
"Sirris","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players","","http://www.sirris.be/","2018-02-05"
"SIVECO Romania SA","2018-02-05","POINT (26.1025384 44.4267674)","","ICT Enablers","","http://www.siveco.ro/","2018-02-05"
"Helmholtz Association","2018-02-05","POINT (13.404954 52.5200066)","","Enabling Players, Academia","","https://www.helmholtz.de/en/","2018-02-05"
"Space Applications Services","2018-02-05","POINT (4.3517103 50.8503396)","","Vertical applications","","http://www.spaceapplications.com/","2018-02-05"
"SPACEBEL","2018-02-05","POINT (1.5280556 43.5367334)","","Vertical applications","","https://www.spacebel.be/","2018-02-05"
"Systematic Paris Region","2018-12-23","POINT (4.469936 50.503887)","","ICT Enablers","","https://systematic-paris-region.org/en/","2018-02-05"
"T6 Ecosystems srl","2018-02-05","POINT (12.4963655 41.9027835)","","Analytics","","http://www.t-6.it/?lang=en","2018-02-05"
"TERRASIGNA","2018-02-05","POINT (26.1025384 44.4267674)","","Analytics","","http://www.terrasigna.com/","2018-02-05"
"Netherlands Organisation for Applied Scientific Research","2018-02-05","POINT (4.3006999 52.0704978)","","Enabling Players, Academia","","https://www.tno.nl/en/","2018-02-05"
"Trialog","2018-02-05","POINT (2.3522219 48.856614)","","ICT Enablers","","https://www.trialog.com/en/home/","2018-02-05"
"Trilateral Research Ltd","2018-02-05","POINT (-0.1277583 51.5073509)","","Analytics, Business Intelligence","","http://trilateralresearch.co.uk/","2018-02-05"
"Trinity College Dublin","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Academia","","http://www.tcd.ie/","2018-02-05"
"Ubiwhere","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications","","http://www.ubiwhere.com/en/","2018-02-05"
"Uni Research AS","2018-02-05","POINT (5.3220544 60.3912628)","","Enabling Players, Academia","","http://uni.no/en/","2018-02-05"
"Unipol Gruppo Finanziario","2018-02-05","POINT (11.3426162 44.494887)","","Vertical applications, Financial Services","","http://www.unipol.it/it","2018-02-05"
"University of Turin","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Academia","","https://www.unito.it/","2018-02-05"
"University of Hildesheim","2018-02-05","POINT (9.9579652 52.154778)","","Enabling Players, Academia","","https://www.uni-hildesheim.de/en/","2018-02-05"
"Department of Informatics, University of Oslo","2018-02-05","POINT (10.7522454 59.9138688)","","Enabling Players, Academia","","https://www.mn.uio.no/ifi/english/","2018-02-05"
"WINGS ICT Solutions","2018-02-05","POINT (23.7275388 37.9838096)","","Vertical applications","","http://wings-ict-solutions.eu/","2018-02-05"
"VITO Remote Sensing","2018-12-23","POINT (4.469936 50.503887)","","Analytics, Business Intelligence","","https://remotesensing.vito.be/","2018-02-05"
"VIVITnet","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications","","http://vivitnet.eu/","2018-02-05"
"Vize Software","2018-12-23","POINT (4.469936 50.503887)","","Analytics, Data visualization","","http://www.vize.io/","2018-02-05"
"VTT Technical Research Centre of Finland Ltd","2018-02-05","POINT (24.6559 60.2054911)","","Enabling Players, Academia","","http://www.vttresearch.com/","2018-02-05"
"webLyzard technology","2018-02-05","POINT (16.3738189 48.2081743)","","Analytics, AI/Machine learning","","https://www.weblyzard.com/","2018-02-05"
"Teamscope","2018-02-05","POINT (24.7535747 59.4369608)","","Analytics, Business Intelligence","","https://teamscope.io/","2018-02-05"
"Insightsforce","2018-02-05","POINT (24.7535747 59.4369608)","","Analytics, AI/Machine learning","","http://insightsforce.com/","2018-02-05"
"IFDAQ","2018-02-05","POINT (16.3738189 48.2081743)","","Analytics, AI/Machine learning","","http://www.ifdaq.com/","2018-02-05"
"Healcloud","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://healcloud.com/","2018-02-05"
"MyAlfred","2018-02-05","POINT (14.28583 48.30694)","","Analytics, AI/Machine learning","","https://www.myalfred.io/","2018-02-05"
"EDAQS","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.edaqs.com/","2018-02-05"
"GiniMachine","2018-02-05","POINT (27.5615244 53.9045398)","","Analytics, AI/Machine learning","","https://ginimachine.com/","2018-02-05"
"Plann3r","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://plann3r.com/","2018-02-05"
"Salesflare","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://www.salesflare.com","2018-02-05"
"Taglayer","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://www.taglayer.com","2018-02-05"
"ScriptBook","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://www.scriptbook.io","2018-02-05"
"Koola","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://koola.io/","2018-02-05"
"GoodAI","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://www.goodai.com/","2018-02-05"
"Decisso","2018-02-05","POINT (14.4378005 50.0755381)","","Analytics, AI/Machine learning","","https://decissio.com/","2018-02-05"
"Incomaker","2018-02-05","POINT (14.4378005 50.0755381)","","Analytics, AI/Machine learning","","https://www.incomaker.com/","2018-02-05"
"TrustPort","2018-02-05","POINT (16.6068371 49.1950602)","","Analytics, AI/Machine learning","","http://www.trustport.com/","2018-02-05"
"Dixa","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","https://dixa.com/","2018-02-05"
"Hedia","2018-02-05","POINT (12.5683372 55.6760968)","","Analytics, AI/Machine learning","","http://hedia.dk/","2018-02-05"
"Ascora GmbH","2018-02-05","POINT (8.5426865 53.0349245)","","Analytics, Business Intelligence","","https://ascora.net/","2018-02-05"
"Athens Technology Center S.A.","2018-02-05","POINT (23.7275388 37.9838096)","","Enabling Players, Academia","","https://www.atc.gr/default.aspx?page=home","2018-02-05"
"Austrian Institute of Technology","2018-02-05","POINT (16.3738189 48.2081743)","","Enabling Players, Academia","","https://www.ait.ac.at/en/","2018-02-05"
"BBC R&D","2018-12-23","POINT (4.469936 50.503887)","","Data holders","","http://www.bbc.co.uk/rd","2018-02-05"
"Boeing Research & Technology Europe","2018-02-05","POINT (-3.7037902 40.4167754)","","Data holders","","http://www.boeing.es/","2018-02-05"
"Borwell Limited","2018-12-23","POINT (4.469936 50.503887)","","ICT Enablers","","https://borwell.com/","2018-02-05"
"Brainport Development","2018-12-23","POINT (4.469936 50.503887)","","ICT Enablers","","https://www.clustercollaboration.eu/cluster-networks/brainport-development","2018-02-05"
"CA Technologies","2018-02-05","POINT (2.1734035 41.3850639)","","ICT Enablers","","https://www.ca.com/us.html","2018-02-05"
"CAS Software AG","2018-02-05","POINT (8.4036527 49.0068901)","","Analytics, Business Intelligence","","http://www.cas.de/start.html","2018-02-05"
"CEA France","2018-02-05","POINT (2.3522219 48.856614)","","Data holders","","http://www.cea.fr/","2018-02-05"
"CEFRIEL","2018-12-23","POINT (4.469936 50.503887)","","Analytics, Business Intelligence","","https://www.cefriel.com/","2018-02-05"
"CENTIC","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Academia","","http://centic.es/","2018-02-05"
"Centrum Wiskunde & Informatica","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Academia","","https://www.cwi.nl/","2018-02-05"
"Cerved","2018-12-23","POINT (4.469936 50.503887)","","Data holders","","https://www.cerved.com/","2018-02-05"
"Charles University in Prague","2018-02-05","POINT (14.4378005 50.0755381)","","Enabling Players, Academia","","https://www.cuni.cz/UKEN-1.html","2018-02-05"
"CINECA","2018-12-23","POINT (11.3426162 44.494887)","","Enabling Players, Academia","","https://www.cineca.it/en","2018-02-05"
"Consorzio Interuniversitario Nazionale per l'informatica","2018-02-05","POINT (12.4963655 41.9027835)","","Enabling Players, Academia","","https://www.consorzio-cini.it/index.php/en/","2018-02-05"
"Cityzen Data","2018-02-05","POINT (-4.400707 48.435977)","","Analytics","","http://www.cityzendata.com/","2018-02-05"
"CNR-IIA Florence Division","2018-12-23","POINT (11.2558136 43.7695604)","","Vertical applications","","http://www.iia.cnr.it/en/organizzazione/","2018-02-05"
"CSC - IT Center for Science","2018-02-05","POINT (24.6559 60.2054911)","","Enabling Players, Academia","","https://www.csc.fi/","2018-02-05"
"DATARIVER","2018-12-23","POINT (4.469936 50.503887)","","Analytics","","http://www.datariver.it/","2018-02-05"
"Datris Solutions","2018-12-23","POINT (4.469936 50.503887)","","ICT Enablers","","http://datris.uk/","2018-02-05"
"DECSIS","2018-12-23","POINT (4.469936 50.503887)","","Analytics","","https://www.decsis.eu/","2018-02-05"
"Diavita Ltd","2018-12-23","POINT (4.469936 50.503887)","","ICT Enablers","","http://www.diavita.org/","2018-02-05"
"Stichting EGI","2018-12-23","POINT (4.469936 50.503887)","","ICT Enablers","","https://www.egi.eu/","2018-02-05"
"EUROB","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Financial Services","","https://www.eurobank.gr/el/retail","2018-02-05"
"European Umbrella Organisation for Geographic Information","2018-12-23","POINT (4.469936 50.503887)","","Data holders","","http://eurogi.org/","2018-02-05"
"F-Secure","2018-12-23","POINT (4.469936 50.503887)","","ICT Enablers","","https://www.f-secure.com/en/f-secure","2018-02-05"
"Forum Virium Helsinki","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Academia","","https://forumvirium.fi/en/","2018-02-05"
"GISIG","2018-02-05","POINT (8.946256 44.4056499)","","Data holders","","http://www.gisig.eu/","2018-02-05"
"Grassroots Arts","2018-02-05","POINT (6.9602786 50.937531)","","Enabling Players","","http://www.grassroots-arts.eu/","2018-02-05"
"Grundfos Management","2018-12-23","POINT (4.469936 50.503887)","","Lead users","","http://www.grundfos.com/","2018-02-05"
"Heidelberg University Computing Centre","2018-02-05","POINT (8.6724335 49.3987524)","","Enabling Players, Academia","","https://www.uni-heidelberg.de/presse/news2013/pm20130726_urz_en.html","2018-02-05"
"Huawei European Research Institute","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Academia","","https://www.huawei.eu/research-and-innovation","2018-02-05"
"imec","2018-02-05","POINT (4.7005176 50.8798438)","","Enabling Players, Academia","","https://www.imec-int.com/en/home","2018-02-05"
"Imperial College London","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Academia","","https://www.imperial.ac.uk/","2018-02-05"
"Information Catalyst for Enterprise","2018-02-05","POINT (-2.6103158 53.2326344)","","ICT Enablers","","http://informationcatalyst.com/","2018-02-05"
"INTRASOFT International","2018-12-23","POINT (6.1319346 49.611621)","","ICT Enablers","","https://www.intrasoft-intl.com/","2018-02-05"
"IRT SystemX","2018-02-05","POINT (2.245748 48.714509)","","Enabling Players, Academia","","http://www.irt-systemx.fr/en/","2018-02-05"
"IT Innovation Centre","2018-02-05","POINT (-1.4043509 50.9097004)","","Enabling Players, Academia","","http://www.it-innovation.soton.ac.uk/","2018-02-05"
"ITML","2018-12-23","POINT (4.469936 50.503887)","","Analytics, Data visualization","","http://www.itml.gr/","2018-02-05"
"Leibniz University of Hannover L3S Research Center","2018-02-05","POINT (9.7320104 52.3758916)","","Enabling Players, Academia","","https://www.l3s.de/home","2018-02-05"
"LINAGORA","2018-02-05","POINT (2.3522219 48.856614)","","ICT Enablers","","https://linagora.com/","2018-02-05"
"Lynkeus","2018-02-05","POINT (12.4963655 41.9027835)","","Vertical applications, Public Administration","","http://www.lynkeus.eu/","2018-02-05"
"Martel Innovate","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players","","https://www.martel-innovate.com/","2018-02-05"
"MODUL Technology","2018-02-05","POINT (16.3738189 48.2081743)","","Analytics","","http://www.modultech.eu/","2018-02-05"
"MonetDB Solutions","2018-02-05","POINT (4.8951679 52.3702157)","","Analytics","","https://www.monetdbsolutions.com/","2018-02-05"
"MTA SZTAKI","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Academia","","https://www.sztaki.hu/en","2018-02-05"
"nam.R","2018-02-05","POINT (2.3522219 48.856614)","","ICT Enablers","","http://namr.com/","2018-02-05"
"NEC Laboratories Europe GmbH","2018-02-05","POINT (-0.1379591 51.5201013)","","ICT Enablers","","http://uk.nec.com/","2018-02-05"
"Inria","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players","","https://www.inria.fr/en/","2018-02-05"
"Enedis","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications","","http://www.enedis.fr/","2018-02-05"
"Energinet","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications","","https://energinet.dk/","2018-02-05"
"Datopian","2018-02-05","POINT (-0.2405299 52.5694985)","","ICT Enablers","","http://datopian.com/","2018-02-05"
"Dataia Institute","2018-12-23","POINT (4.469936 50.503887)","","Analytics, AI/Machine learning","","http://dataia.eu/","2018-02-05"
"Max Planck Institute","2018-02-05","POINT (11.5819805 48.1351253)","","Enabling Players, Academia","","https://www.mpg.de/en","2018-02-05"
"University of Nottingham","2018-02-05","POINT (-1.1581086 52.9547832)","","Enabling Players, Academia","","https://www.nottingham.ac.uk/","2018-02-05"
"Digital Partners","2018-02-05","POINT (13.404954 52.5200066)","","Analytics, Business Intelligence","","https://digitalpartners.io/","2018-02-05"
"Marine Traffic","2018-02-05","POINT (-0.1277583 51.5073509)","","Analytics","MarineTraffic","https://www.marinetraffic.com/","2018-02-05"
"ESI group","2018-12-23","POINT (4.469936 50.503887)","","Analytics, Data visualization","","https://www.esi-group.com/","2018-02-05"
"Engineering","2018-12-23","POINT (4.469936 50.503887)","","Analytics, Business Intelligence","","http://www.eng.it/","2018-02-05"
"List Cea Tech","2018-02-05","POINT (2.180034 48.73668)","","Enabling Players, Academia","","http://www-list.cea.fr/en/","2018-02-05"
"Université Paris-Saclay","2018-02-05","POINT (2.180034 48.73668)","","Enabling Players, Academia","","https://www.universite-paris-saclay.fr/en","2018-02-05"
"Catapult Digital","2018-02-05","POINT (-0.1277583 51.5073509)","","Analytics, Business Intelligence","","https://digital.catapult.org.uk/","2018-02-05"
"Deepsense.ai","2018-02-05","POINT (21.0122287 52.2296756)","","Analytics, AI/Machine learning","","https://deepsense.ai/company/","2018-02-05"
"Liander","2018-02-05","POINT (5.8987296 51.9851034)","","Vertical applications","","https://www.liander.nl/","2018-02-05"
"Vodafone","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications","","http://www.vodafone.com/content/index.html","2018-02-05"
"Flowminder","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications, Healthcare","","http://www.flowminder.org/","2018-02-05"
"University of Southern Denmark","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Academia","","https://www.sdu.dk/en/","2018-02-05"
"VVA Consulting","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications, Professional Services","","http://www.vva.it/en/","2018-02-05"
"Philips","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications, Healthcare","","https://www.philips.com/","2018-02-05"
"Migros","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications, Retail and wholesale","","https://www.migros.ch/de.html","2018-02-05"
"German Research Center for Artificial Intelligence","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Academia","","https://www.dfki.de/web/intelligent-solutions-for-the-knowledge-society?set_language=en","2018-02-05"
"Institute of Advanced Studies Kőszeg","2018-12-23","POINT (4.469936 50.503887)","","Enabling Players, Academia","","https://iask.hu/home/","2018-02-05"
"Aix Marseille Université","2019-01-18","POINT (5.3594109 43.2938489)","","Enabling Players, Academia","","https://www.univ-amu.fr/en","2018-02-05"
"Almende BV","2018-02-05","POINT (4.4777326 51.9244201)","","ICT Enablers","","http://www.almende.com/home","2018-02-05"
"Aristotelio Panepistimio Thessalonikispe","2018-02-05","POINT (22.9444191 40.6400629)","","Enabling Players, Academia","","https://www.auth.gr/en","2018-02-05"
"Intuitics","2018-12-23","POINT (4.469936 50.503887)","","ICT Enablers","","http://www.intuitics.com/?utm_source=statace&utm_medium=button&utm_campaign=button","2018-02-05"
"Uniplaces","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications, Retail and wholesale","","http://www.uniplaces.com","2018-02-05"
"Quizly","2018-02-05","POINT (2.1734035 41.3850639)","","Cross Infrastructures","quizlyse","http://quizly.se","2018-02-05"
"Teralytics","2018-02-05","POINT (8.541694 47.3768866)","","Vertical applications, Transport and Storage","teralytics","http://www.teralytics.ch/","2018-02-05"
"Massivemedia Match","2018-12-23","POINT (4.469936 50.503887)","","Vertical applications","_MassiveMedia","http://www.massivemedia.co.uk/","2018-02-05"
"Gavagai","2018-12-23","POINT (4.469936 50.503887)","","Cross Infrastructures","gavagai_corp","http://www.gavagai.se/","2018-02-05"
"Charima","2018-12-11","POINT (36.8219462 -1.2920659)","","Analytics","","Under construction","2018-01-23"
"MyDataProvider","2018-12-23","POINT (27.4409706 53.8231638)","","ICT Enablers","mydataprovider","https://mydataprovider.com","2017-12-11"
"Squadata","2018-03-08","POINT (4.8794296 45.7533024)","5 impasse Morel, 69003 Lyon, France","Analytics, AI/Machine learning","squadata","http://www.squadata.net","2017-11-03"
"Algoritmica","2018-02-05","POINT (18.0645279 59.3304403)","Drottninggatan 25, 4th floor SE-111 51 Stockholm, SWEDEN","Vertical applications, Financial Services","algrtmc","http://www.algorithmica.se/","2017-10-26"
"Biclast solutions","2017-11-01","POINT (27.5615244 53.9045398)","Minsk, Belarus","Analytics","","https://www.biclast.com/","2017-10-13"
"Enantio","2017-11-01","POINT (-1.9849652 43.3173141)","Plaza Zaragoza 2, San Sebastián, 20007, Spain","Analytics","","http://enantio.com","2017-10-03"
"BlueTalon - The Best Data-Centric Security","2018-12-11","POINT (-122.2277193 37.4896967)","541 Jefferson Ave, Suite 202 Redwood City, CA 94063","Data Marketplaces","https://twitter.com/bluetalon","http://bluetalon.com","2017-08-23"
"BMAT","2018-03-08","POINT (2.1618182 41.4054256)","Bruniquer 49, 08024, Barcelona, Spain","Analytics","934869407","http://www.bmat.com/home","2017-08-21"
"ARWEN LANNEL LABS","2018-03-08","POINT (22.4191254 39.6390224)","Larissa","Enabling Players","www.twitter.com/arwenlannellabs","http://arwenlannellabs.eu","2017-07-25"
"KLEOS R&D","2018-12-11","POINT (2.189617 48.697161)","orsay","Analytics","@pnavidi","dataswords.com","2017-07-25"
"Viomedo","2018-02-05","POINT (13.404954 52.5200066)","Berlin, Germany","ICT Enablers","","http://www.viomedo.de","2017-06-20"
"We Are Colony","2018-02-05","POINT (-0.1277583 51.5073509)","London, United Kingdom","ICT Enablers","wearecolony","http://www.wearecolony.com","2017-06-20"
"Wholi","2018-02-05","POINT (26.0844123 44.5707306)","Buharest, Bristol, Romania","ICT Enablers","wholihq","http://wholi.com","2017-06-20"
"1848","2018-02-05","POINT (5.1214201 52.0907374)","Papaverstraat 7, 3551 EV Utrecht, Netherlands","ICT Enablers","","http://1848.nl","2017-06-20"
"Air and Space Evidence","2018-02-05","POINT (-3.435973 55.378051)","United Kingdom","ICT Enablers","","http://www.space-evidence.net","2017-06-20"
"ASK HELMUT","2018-02-05","POINT (13.404954 52.5200066)","Berlin, Germany","Vertical applications","askhelmut","http://askhelmut.com/berlin","2017-06-20"
"Avuxi","2018-02-05","POINT (-0.0232278 51.5426504)","Unit 6 Queens Yard, White Post Lane, E9 5EN, London, United Kingdom","Vertical applications, Professional Services","AVUXI","http://www.avuxi.com","2017-06-20"
